comparison_label,candidate_model_id,baseline_model_id,domain12,domain_label,window_start,window_end,n,delta_spearman,display_delta,out_of_scale,status
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,1989,1991,183,-0.02844863854270263,-0.02844863854270263,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,1990,1992,187,-0.013292759507615659,-0.013292759507615659,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,1991,1993,178,-0.023083943930601203,-0.023083943930601203,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,1992,1994,187,-0.03355981765081806,-0.03355981765081806,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,1993,1995,169,-0.06086564868805355,-0.06086564868805355,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,1994,1996,157,-0.028373650075870005,-0.028373650075870005,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,1995,1997,147,-0.03335994027734579,-0.03335994027734579,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,1996,1998,167,-0.02671327800566614,-0.02671327800566614,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,1997,1999,205,-0.043294925648923455,-0.043294925648923455,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,1998,2000,234,-0.019226524267555556,-0.019226524267555556,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,1999,2001,252,-0.005083311878219643,-0.005083311878219643,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,2000,2002,241,0.008524670363597275,0.008524670363597275,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,2001,2003,248,0.014097797540774448,0.014097797540774448,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,2002,2004,254,0.009876234534885286,0.009876234534885286,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,2003,2005,278,0.020920611332525096,0.020920611332525096,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,2004,2006,299,0.019588770941361466,0.019588770941361466,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,2005,2007,332,0.015829865337153692,0.015829865337153692,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,2006,2008,362,0.01168520305462506,0.01168520305462506,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,2007,2009,362,0.0066216352618292396,0.0066216352618292396,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,2008,2010,374,-0.0027839599874928123,-0.0027839599874928123,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,2009,2011,391,0.0042910359030612355,0.0042910359030612355,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,2010,2012,473,0.003880280796522362,0.003880280796522362,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,2011,2013,548,0.01576613548004613,0.01576613548004613,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,2012,2014,643,0.006951302869846243,0.006951302869846243,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,2013,2015,790,-0.0014727333360268213,-0.0014727333360268213,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,2014,2016,1059,0.00038325877214173687,0.00038325877214173687,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,2015,2017,1345,0.009083583662119032,0.009083583662119032,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,2016,2018,1512,0.005138158856520247,0.005138158856520247,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,2017,2019,1665,0.00885444248064371,0.00885444248064371,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,2018,2020,1821,0.014878304086267446,0.014878304086267446,False,reliable
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,2019,2021,0,,,False,not_mature
Expanded 153 − Primary 16,expanded,primary,computer_science_ai,Computer science & AI,2020,2022,0,,,False,not_mature
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,1986,1988,489,0.023151355746595548,0.023151355746595548,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,1987,1989,468,0.03424260733777895,0.03424260733777895,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,1988,1990,464,0.008655832826061083,0.008655832826061083,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,1989,1991,462,-0.011395767864074147,-0.011395767864074147,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,1990,1992,434,-0.012211507342799965,-0.012211507342799965,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,1991,1993,402,-0.010934666712917873,-0.010934666712917873,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,1992,1994,382,-0.005625459564441937,-0.005625459564441937,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,1993,1995,382,-0.016168840836544685,-0.016168840836544685,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,1994,1996,361,-0.004209991866075291,-0.004209991866075291,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,1995,1997,356,0.006370373543690189,0.006370373543690189,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,1996,1998,372,0.01128904439506695,0.01128904439506695,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,1997,1999,453,0.009652321806461472,0.009652321806461472,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,1998,2000,536,0.01592055602922582,0.01592055602922582,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,1999,2001,607,-0.0018080643231300764,-0.0018080643231300764,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,2000,2002,594,0.007940605549501378,0.007940605549501378,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,2001,2003,651,0.008605958006306036,0.008605958006306036,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,2002,2004,677,0.012128437941677728,0.012128437941677728,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,2003,2005,729,0.007816669498628914,0.007816669498628914,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,2004,2006,762,0.0024777689421814353,0.0024777689421814353,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,2005,2007,913,0.0013947960033396933,0.0013947960033396933,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,2006,2008,1079,-0.004798458358118651,-0.004798458358118651,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,2007,2009,1201,-0.0026987656556289874,-0.0026987656556289874,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,2008,2010,1189,0.0031304499799816865,0.0031304499799816865,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,2009,2011,1213,0.007931589255580906,0.007931589255580906,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,2010,2012,1357,0.007644590324264455,0.007644590324264455,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,2011,2013,1962,0.005372220584671128,0.005372220584671128,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,2012,2014,2856,0.005228007508206733,0.005228007508206733,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,2013,2015,4317,-0.00446139580526006,-0.00446139580526006,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,2014,2016,6317,-0.006445651265901797,-0.006445651265901797,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,2015,2017,8169,-0.002877712930807075,-0.002877712930807075,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,2016,2018,8952,-0.021666491957816225,-0.021666491957816225,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,2017,2019,9117,-0.015265714993469959,-0.015265714993469959,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,2018,2020,9156,0.01694102420277621,0.01694102420277621,False,reliable
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,2019,2021,0,,,False,not_mature
Expanded 153 − Primary 16,expanded,primary,engineering_energy,Engineering & energy,2020,2022,0,,,False,not_mature
Expanded 153 − Primary 16,expanded,primary,earth_climate_environment,"Earth, climate & environment",1986,1988,1399,0.025544030862856615,0.025544030862856615,False,reliable
Expanded 153 − Primary 16,expanded,primary,earth_climate_environment,"Earth, climate & environment",1987,1989,1357,0.023989780988909692,0.023989780988909692,False,reliable
Expanded 153 − Primary 16,expanded,primary,earth_climate_environment,"Earth, climate & environment",1988,1990,1412,0.017485558455504813,0.017485558455504813,False,reliable
Expanded 153 − Primary 16,expanded,primary,earth_climate_environment,"Earth, climate & environment",1989,1991,1327,0.01780328945378984,0.01780328945378984,False,reliable
Expanded 153 − Primary 16,expanded,primary,earth_climate_environment,"Earth, climate & environment",1990,1992,1324,0.009755421617841598,0.009755421617841598,False,reliable
Expanded 153 − Primary 16,expanded,primary,earth_climate_environment,"Earth, climate & environment",1991,1993,1228,0.008900224707536375,0.008900224707536375,False,reliable
Expanded 153 − Primary 16,expanded,primary,earth_climate_environment,"Earth, climate & environment",1992,1994,1158,0.011201416669954889,0.011201416669954889,False,reliable
Expanded 153 − Primary 16,expanded,primary,earth_climate_environment,"Earth, climate & environment",1993,1995,1049,0.01080730736770219,0.01080730736770219,False,reliable
Expanded 153 − Primary 16,expanded,primary,earth_climate_environment,"Earth, climate & environment",1994,1996,1016,0.006150419184984157,0.006150419184984157,False,reliable
Expanded 153 − Primary 16,expanded,primary,earth_climate_environment,"Earth, climate & environment",1995,1997,1061,0.008389160174764876,0.008389160174764876,False,reliable
Expanded 153 − Primary 16,expanded,primary,earth_climate_environment,"Earth, climate & environment",1996,1998,1163,0.007992448980983169,0.007992448980983169,False,reliable
Expanded 153 − Primary 16,expanded,primary,earth_climate_environment,"Earth, climate & environment",1997,1999,1226,0.013368662689584698,0.013368662689584698,False,reliable
Expanded 153 − Primary 16,expanded,primary,earth_climate_environment,"Earth, climate & environment",1998,2000,1291,0.013290297891652925,0.013290297891652925,False,reliable
Expanded 153 − Primary 16,expanded,primary,earth_climate_environment,"Earth, climate & environment",1999,2001,1259,0.01590034731001344,0.01590034731001344,False,reliable
Expanded 153 − Primary 16,expanded,primary,earth_climate_environment,"Earth, climate & environment",2000,2002,1257,0.015201677420413118,0.015201677420413118,False,reliable
Expanded 153 − Primary 16,expanded,primary,earth_climate_environment,"Earth, climate & environment",2001,2003,1268,0.012686581453363655,0.012686581453363655,False,reliable
Expanded 153 − Primary 16,expanded,primary,earth_climate_environment,"Earth, climate & environment",2002,2004,1314,0.013219048146522416,0.013219048146522416,False,reliable
Expanded 153 − Primary 16,expanded,primary,earth_climate_environment,"Earth, climate & environment",2003,2005,1418,0.011861326792375948,0.011861326792375948,False,reliable
Expanded 153 − Primary 16,expanded,primary,earth_climate_environment,"Earth, climate & environment",2004,2006,1406,0.012900936453061007,0.012900936453061007,False,reliable
Expanded 153 − Primary 16,expanded,primary,earth_climate_environment,"Earth, climate & environment",2005,2007,1475,0.008643676161088187,0.008643676161088187,False,reliable
Expanded 153 − Primary 16,expanded,primary,earth_climate_environment,"Earth, climate & environment",2006,2008,1758,0.007481899223539035,0.007481899223539035,False,reliable
Expanded 153 − Primary 16,expanded,primary,earth_climate_environment,"Earth, climate & environment",2007,2009,2136,0.007681107390026809,0.007681107390026809,False,reliable
Expanded 153 − Primary 16,expanded,primary,earth_climate_environment,"Earth, climate & environment",2008,2010,2440,0.012575866970265803,0.012575866970265803,False,reliable
Expanded 153 − Primary 16,expanded,primary,earth_climate_environment,"Earth, climate & environment",2009,2011,2618,0.013982560901744212,0.013982560901744212,False,reliable
Expanded 153 − Primary 16,expanded,primary,earth_climate_environment,"Earth, climate & environment",2010,2012,2947,0.010095210981410307,0.010095210981410307,False,reliable
